name,category,supplier_id,price,product_id,quantity,expiry_date,is_fast_selling,shelf_location_id,image_url
Shoprite/Checkers (Private Label Veg) (Pre-Packed Potatoes 1Kg),Vegetables,S007,6000,P0173,58,28-02-26,True,SL0173,https://example.com/product_shoprite/checkers_(private_label_veg)_(pre-packed_potatoes_1kg).png
OMO (Detergent) (1Kg),Household Supplies,S029,12000,P0174,107,06-05-26,True,SL0174,https://example.com/product_omo_(detergent)_(1kg).png
OMO (Detergent) (500G),Household Supplies,S029,7000,P0175,190,16-10-25,False,SL0175,https://example.com/product_omo_(detergent)_(500g).png
Sunlight (Detergent/Dishwashing Liquid) (Laundry Bar 200G),Household Supplies,S029,3000,P0176,106,16-09-25,False,SL0176,https://example.com/product_sunlight_(detergent/dishwashing_liquid)_(laundry_bar_200g).png
Sunlight (Detergent/Dishwashing Liquid) (Dishwashing Liquid 400Ml),Household Supplies,S029,6000,P0177,52,26-02-26,False,SL0177,https://example.com/product_sunlight_(detergent/dishwashing_liquid)_(dishwashing_liquid_400ml).png
Aerial (Detergent) (1Kg),Household Supplies,S029,11500,P0178,137,09-10-25,True,SL0178,https://example.com/product_aerial_(detergent)_(1kg).png
Colgate (Toothpaste) (100Ml),Household Supplies,S029,6000,P0179,124,04-01-26,True,SL0179,https://example.com/product_colgate_(toothpaste)_(100ml).png
Close-Up (Toothpaste) (100Ml),Household Supplies,S029,5500,P0180,42,05-01-26,True,SL0180,https://example.com/product_close-up_(toothpaste)_(100ml).png
Pepsodent (Toothpaste) (100Ml),Household Supplies,S029,5000,P0181,197,07-06-26,False,SL0181,https://example.com/product_pepsodent_(toothpaste)_(100ml).png
Surf (Detergent) (1Kg),Household Supplies,S029,11000,P0182,51,16-10-25,True,SL0182,https://example.com/product_surf_(detergent)_(1kg).png
Ariel (Detergent) (1Kg),Household Supplies,S029,13000,P0183,114,31-03-26,True,SL0183,https://example.com/product_ariel_(detergent)_(1kg).png
Harpic (Toilet Cleaner) (750Ml),Household Supplies,S029,9000,P0184,150,25-03-26,False,SL0184,https://example.com/product_harpic_(toilet_cleaner)_(750ml).png
Mr Muscle (Cleaner) (All Purpose 500Ml),Household Supplies,S029,8000,P0185,77,07-07-26,False,SL0185,https://example.com/product_mr_muscle_(cleaner)_(all_purpose_500ml).png
Kiwi (Shoe Polish) (Black Tin),Household Supplies,S029,3000,P0186,89,19-04-26,True,SL0186,https://example.com/product_kiwi_(shoe_polish)_(black_tin).png
Brite (Detergent) (500G),Household Supplies,S029,6000,P0187,89,08-03-26,False,SL0187,https://example.com/product_brite_(detergent)_(500g).png
Kik (Detergent) (500G),Household Supplies,S029,5500,P0188,73,10-10-25,True,SL0188,https://example.com/product_kik_(detergent)_(500g).png
Jik (Bleach) (750Ml),Household Supplies,S029,5000,P0189,73,27-01-26,True,SL0189,https://example.com/product_jik_(bleach)_(750ml).png
Sta-Soft (Fabric Softener) (500Ml),Household Supplies,S029,7000,P0190,19,17-04-26,False,SL0190,https://example.com/product_sta-soft_(fabric_softener)_(500ml).png
Comfort (Fabric Softener) (500Ml),Household Supplies,S029,7500,P0191,136,22-09-25,False,SL0191,https://example.com/product_comfort_(fabric_softener)_(500ml).png
Duck (Toilet Cleaner) (750Ml),Household Supplies,S029,8500,P0192,30,28-12-25,True,SL0192,https://example.com/product_duck_(toilet_cleaner)_(750ml).png
Handy Andy (All-purpose cleaner) (750Ml),Household Supplies,S029,9500,P0193,167,17-10-25,True,SL0193,https://example.com/product_handy_andy_(all-purpose_cleaner)_(750ml).png
Doom (Insecticide) (300Ml),Household Supplies,S029,10000,P0194,78,17-06-26,False,SL0194,https://example.com/product_doom_(insecticide)_(300ml).png
Raid (Insecticide) (300Ml),Household Supplies,S029,11000,P0195,161,06-02-26,False,SL0195,https://example.com/product_raid_(insecticide)_(300ml).png
Good Knight (Mosquito Repellent) (Liquid Vaporizer),Household Supplies,S029,8000,P0196,200,13-12-25,False,SL0196,https://example.com/product_good_knight_(mosquito_repellent)_(liquid_vaporizer).png
Hypo (Bleach) (750Ml),Household Supplies,S029,4500,P0197,185,04-04-26,True,SL0197,https://example.com/product_hypo_(bleach)_(750ml).png
Mama Lemon (Dishwashing Liquid - Asia/Africa) (500Ml),Household Supplies,S029,5500,P0198,195,11-06-26,True,SL0198,https://example.com/product_mama_lemon_(dishwashing_liquid_-_asia/africa)_(500ml).png
Lux (Soap/Body Wash) (Soap Bar 100G),Personal Care,S044,3000,P0199,15,08-06-26,True,SL0199,https://example.com/product_lux_(soap/body_wash)_(soap_bar_100g).png
Lux (Soap/Body Wash) (Body Wash 250Ml),Personal Care,S044,10000,P0200,139,18-10-25,True,SL0200,https://example.com/product_lux_(soap/body_wash)_(body_wash_250ml).png
Dove (Soap/Body Wash/Deodorant) (Soap Bar 100G),Personal Care,S044,4000,P0201,93,03-05-26,True,SL0201,https://example.com/product_dove_(soap/body_wash/deodorant)_(soap_bar_100g).png
Dove (Soap/Body Wash/Deodorant) (Body Wash 250Ml),Personal Care,S044,12000,P0202,17,12-01-26,False,SL0202,https://example.com/product_dove_(soap/body_wash/deodorant)_(body_wash_250ml).png
Dove (Soap/Body Wash/Deodorant) (Deodorant Spray),Personal Care,S044,15000,P0203,89,02-07-26,True,SL0203,https://example.com/product_dove_(soap/body_wash/deodorant)_(deodorant_spray).png
Nivea (Lotion/Cream/Deodorant) (Lotion 400Ml),Personal Care,S044,18000,P0204,68,07-11-25,True,SL0204,https://example.com/product_nivea_(lotion/cream/deodorant)_(lotion_400ml).png
Nivea (Lotion/Cream/Deodorant) (Cream 150Ml),Personal Care,S044,10000,P0205,97,06-07-26,True,SL0205,https://example.com/product_nivea_(lotion/cream/deodorant)_(cream_150ml).png
Nivea (Lotion/Cream/Deodorant) (Deodorant Roll On),Personal Care,S044,8000,P0206,191,26-03-26,True,SL0206,https://example.com/product_nivea_(lotion/cream/deodorant)_(deodorant_roll_on).png
Vaseline (Lotion/Jelly) (Lotion 400Ml),Personal Care,S044,15000,P0207,55,30-12-25,True,SL0207,https://example.com/product_vaseline_(lotion/jelly)_(lotion_400ml).png
Vaseline (Lotion/Jelly) (Petroleum Jelly 100Ml),Personal Care,S044,7000,P0208,31,18-06-26,False,SL0208,https://example.com/product_vaseline_(lotion/jelly)_(petroleum_jelly_100ml).png
Fair & Lovely (Skin Cream) (50G),Personal Care,S044,8000,P0209,101,01-10-25,True,SL0209,https://example.com/product_fair_and_lovely_(skin_cream)_(50g).png
Dettol (Soap/Antiseptic) (Soap Bar 100G),Personal Care,S044,3500,P0210,33,19-06-26,False,SL0210,https://example.com/product_dettol_(soap/antiseptic)_(soap_bar_100g).png
Dettol (Soap/Antiseptic) (Antiseptic Liquid 125Ml),Personal Care,S044,6000,P0211,102,10-01-26,True,SL0211,https://example.com/product_dettol_(soap/antiseptic)_(antiseptic_liquid_125ml).png
Lifebuoy (Soap) (Soap Bar 100G),Personal Care,S044,2800,P0212,73,15-09-25,False,SL0212,https://example.com/product_lifebuoy_(soap)_(soap_bar_100g).png
Imperial Leather (Soap) (Soap Bar 100G),Personal Care,S044,3200,P0213,106,24-06-26,False,SL0213,https://example.com/product_imperial_leather_(soap)_(soap_bar_100g).png
Shield (Deodorant) (Roll On),Personal Care,S044,7000,P0214,86,18-12-25,False,SL0214,https://example.com/product_shield_(deodorant)_(roll_on).png
Rexona (Deodorant) (Roll On),Personal Care,S044,7500,P0215,79,13-04-26,False,SL0215,https://example.com/product_rexona_(deodorant)_(roll_on).png
Gillette (Razors/Shaving Cream) (Disposable Razor Per Pack),Personal Care,S044,8000,P0216,151,26-12-25,False,SL0216,https://example.com/product_gillette_(razors/shaving_cream)_(disposable_razor_per_pack).png
Gillette (Razors/Shaving Cream) (Shaving Cream 100G),Personal Care,S044,6000,P0217,152,23-08-25,False,SL0217,https://example.com/product_gillette_(razors/shaving_cream)_(shaving_cream_100g).png
Oral-B (Toothbrushes) (Single Brush),Personal Care,S044,5000,P0218,123,14-04-26,True,SL0218,https://example.com/product_oral-b_(toothbrushes)_(single_brush).png
Sensodyne (Toothpaste) (75Ml),Personal Care,S044,12000,P0219,42,30-06-26,False,SL0219,https://example.com/product_sensodyne_(toothpaste)_(75ml).png
Macleans (Toothpaste) (100Ml),Personal Care,S044,5000,P0220,140,10-05-26,False,SL0220,https://example.com/product_macleans_(toothpaste)_(100ml).png
Dark and Lovely (Hair Care) (Relaxer Kit),Personal Care,S044,25000,P0221,168,01-02-26,True,SL0221,https://example.com/product_dark_and_lovely_(hair_care)_(relaxer_kit).png
Dark and Lovely (Hair Care) (Conditioner 250Ml),Personal Care,S044,10000,P0222,122,03-07-26,True,SL0222,https://example.com/product_dark_and_lovely_(hair_care)_(conditioner_250ml).png
Motions (Hair Care) (Relaxer Kit),Personal Care,S044,24000,P0223,83,23-02-26,False,SL0223,https://example.com/product_motions_(hair_care)_(relaxer_kit).png
ORS (Hair Care) (Olive Oil Creme 250Ml),Personal Care,S044,15000,P0224,157,05-01-26,True,SL0224,https://example.com/product_ors_(hair_care)_(olive_oil_creme_250ml).png
Ampro (Hair Gel) (12Oz),Personal Care,S044,12000,P0225,121,01-07-26,True,SL0225,https://example.com/product_ampro_(hair_gel)_(12oz).png
Axe (Deodorant/Body Spray) (Body Spray),Personal Care,S044,18000,P0226,156,25-01-26,False,SL0226,https://example.com/product_axe_(deodorant/body_spray)_(body_spray).png
Sure (Deodorant) (Roll On),Personal Care,S044,7200,P0227,170,16-04-26,False,SL0227,https://example.com/product_sure_(deodorant)_(roll_on).png
Pears (Soap) (Soap Bar 100G),Personal Care,S044,3000,P0228,21,04-12-25,False,SL0228,https://example.com/product_pears_(soap)_(soap_bar_100g).png
Clean & Clear (Face Wash) (100Ml),Personal Care,S044,10000,P0229,44,04-05-26,False,SL0229,https://example.com/product_clean_and_clear_(face_wash)_(100ml).png
Pond's (Creams) (Day Cream 50G),Personal Care,S044,12000,P0230,96,01-10-25,True,SL0230,https://example.com/product_pond's_(creams)_(day_cream_50g).png
SoftSheen-Carson (Hair Care) (Relaxer Kit),Personal Care,S044,23000,P0231,118,21-07-25,False,SL0231,https://example.com/product_softsheen-carson_(hair_care)_(relaxer_kit).png
Johnson's Baby (Baby Care) (Baby Lotion 200Ml),Personal Care,S044,10000,P0232,21,10-01-26,False,SL0232,https://example.com/product_johnson's_baby_(baby_care)_(baby_lotion_200ml).png
Johnson's Baby (Baby Care) (Baby Powder 100G),Personal Care,S044,6000,P0233,192,30-12-25,True,SL0233,https://example.com/product_johnson's_baby_(baby_care)_(baby_powder_100g).png
Supa Kombo (Soap - local/generic) (Soap Bar 200G),Personal Care,S044,2500,P0234,200,28-02-26,False,SL0234,https://example.com/product_supa_kombo_(soap_-_local/generic)_(soap_bar_200g).png
Ocean Basket (Platter For One),Seafood,S010,80000,P0235,162,01-05-26,True,SL0235,https://example.com/product_ocean_basket_(platter_for_one).png
Frozen Seafood (Fish Fillet 500G),Seafood,S010,15000,P0236,136,11-11-25,True,SL0236,https://example.com/product_frozen_seafood_(fish_fillet_500g).png
Frozen Seafood (Prawns 250G),Seafood,S010,25000,P0237,199,23-03-26,True,SL0237,https://example.com/product_frozen_seafood_(prawns_250g).png
Sea Harvest (Frozen Seafood) (Fish Fingers 300G),Seafood,S010,10000,P0238,86,21-03-26,True,SL0238,https://example.com/product_sea_harvest_(frozen_seafood)_(fish_fingers_300g).png
Local Fisheries (Fresh Tilapia 1Kg),Seafood,S010,12000,P0239,172,24-01-26,False,SL0239,https://example.com/product_local_fisheries_(fresh_tilapia_1kg).png
Local Fisheries (Mukene 1Kg),Seafood,S010,8000,P0240,33,24-02-26,False,SL0240,https://example.com/product_local_fisheries_(mukene_1kg).png
Lucky Star (Canned Fish) (Pilchards 400G),Seafood,S010,6000,P0241,132,07-06-26,False,SL0241,https://example.com/product_lucky_star_(canned_fish)_(pilchards_400g).png
McCain (Frozen Chips/Vegetables) (Fries 1Kg),Frozen Foods,S011,15000,P0242,17,03-10-25,False,SL0242,https://example.com/product_mccain_(frozen_chips/vegetables)_(fries_1kg).png
McCain (Frozen Chips/Vegetables) (Mixed Veg 500G),Frozen Foods,S011,8000,P0243,19,08-11-25,True,SL0243,https://example.com/product_mccain_(frozen_chips/vegetables)_(mixed_veg_500g).png
Farm Foods (Frozen Vegetables/Sausages - Southern Africa) (Sausages 500G),Frozen Foods,S011,13000,P0244,176,25-11-25,False,SL0244,https://example.com/product_farm_foods_(frozen_vegetables/sausages_-_southern_africa)_(sausages_500g).png
I&J (Frozen Fish/Chips) (Fish Fillets 400G),Frozen Foods,S011,14000,P0245,176,13-09-25,False,SL0245,https://example.com/product_iandj_(frozen_fish/chips)_(fish_fillets_400g).png
I&J (Frozen Fish/Chips) (Chips 1Kg),Frozen Foods,S011,14000,P0246,189,19-10-25,True,SL0246,https://example.com/product_iandj_(frozen_fish/chips)_(chips_1kg).png
Pioneer Foods (Frozen Pastries) (Samoosas Pack),Frozen Foods,S011,7000,P0247,66,18-11-25,True,SL0247,https://example.com/product_pioneer_foods_(frozen_pastries)_(samoosas_pack).png
"Dr. Oetker (Frozen Pizza, but found) (Pizza Single)",Frozen Foods,S011,25000,P0248,144,04-09-25,False,SL0248,"https://example.com/product_dr_oetker_(frozen_pizza,_but_found)_(pizza_single).png"
Sea Harvest (Frozen Fish) (Hake Fillets 500G),Frozen Foods,S011,16000,P0249,178,29-07-25,False,SL0249,https://example.com/product_sea_harvest_(frozen_fish)_(hake_fillets_500g).png
Tastee (Frozen Sausages) (500G),Frozen Foods,S011,12000,P0250,176,21-01-26,False,SL0250,https://example.com/product_tastee_(frozen_sausages)_(500g).png
Chicken Licken (Frozen Chicken) (Chicken Pieces 1Kg),Frozen Foods,S011,20000,P0251,115,16-12-25,False,SL0251,https://example.com/product_chicken_licken_(frozen_chicken)_(chicken_pieces_1kg).png
Heinz (Ketchup/Mayonnaise) (Ketchup 500Ml),Condiments,S012,10000,P0252,24,20-05-26,False,SL0252,https://example.com/product_heinz_(ketchup/mayonnaise)_(ketchup_500ml).png
Heinz (Ketchup/Mayonnaise) (Mayonnaise 400G),Condiments,S012,12000,P0253,189,20-11-25,False,SL0253,https://example.com/product_heinz_(ketchup/mayonnaise)_(mayonnaise_400g).png
Maggi (Cubes/Sauces) (Stock Cubes Pack),Condiments,S012,3000,P0254,42,02-08-25,True,SL0254,https://example.com/product_maggi_(cubes/sauces)_(stock_cubes_pack).png
Maggi (Cubes/Sauces) (Chilli Sauce 300Ml),Condiments,S012,7000,P0255,156,01-08-25,False,SL0255,https://example.com/product_maggi_(cubes/sauces)_(chilli_sauce_300ml).png
Royco (Cubes/Powder) (Mchuzi Mix 100G),Condiments,S012,2500,P0256,172,21-10-25,True,SL0256,https://example.com/product_royco_(cubes/powder)_(mchuzi_mix_100g).png
Knorr (Cubes/Soups/Sauces) (Stock Cubes Pack),Condiments,S012,3200,P0257,37,26-05-26,True,SL0257,https://example.com/product_knorr_(cubes/soups/sauces)_(stock_cubes_pack).png
Knorr (Cubes/Soups/Sauces) (Soup Packet),Condiments,S012,4000,P0258,192,29-01-26,True,SL0258,https://example.com/product_knorr_(cubes/soups/sauces)_(soup_packet).png
Robertsons (Spices/Sauces) (Curry Powder 100G),Condiments,S012,5000,P0259,150,01-02-26,False,SL0259,https://example.com/product_robertsons_(spices/sauces)_(curry_powder_100g).png
Robertsons (Spices/Sauces) (Steak And Chop Spice 100G),Condiments,S012,6000,P0260,14,16-01-26,True,SL0260,https://example.com/product_robertsons_(spices/sauces)_(steak_and_chop_spice_100g).png
Crosse & Blackwell (Mayonnaise/Salad Cream) (Mayonnaise 400G),Condiments,S012,11000,P0261,53,08-07-26,True,SL0261,https://example.com/product_crosse_and_blackwell_(mayonnaise/salad_cream)_(mayonnaise_400g).png
Mrs. Ball's Chutney (470G),Condiments,S012,18000,P0262,38,31-03-26,False,SL0262,https://example.com/product_mrs_ball's_chutney_(470g).png
Tabasco (Hot Sauce) (60Ml),Condiments,S012,20000,P0263,163,08-05-26,True,SL0263,https://example.com/product_tabasco_(hot_sauce)_(60ml).png
Onga (Seasoning) (Powder Sachet),Condiments,S012,500,P0264,130,11-12-25,False,SL0264,https://example.com/product_onga_(seasoning)_(powder_sachet).png
St. Louis Sugar (Sugar Cubes/Granulated) (Granulated 1Kg),Condiments,S012,6000,P0265,161,20-09-25,True,SL0265,https://example.com/product_st_louis_sugar_(sugar_cubes/granulated)_(granulated_1kg).png
Dangote Sugar  (1Kg),Condiments,S012,5800,P0266,29,06-12-25,True,SL0266,https://example.com/product_dangote_sugar__(1kg).png
Illovo Sugar (1Kg),Condiments,S012,5900,P0267,185,01-10-25,False,SL0267,https://example.com/product_illovo_sugar_(1kg).png
Tate & Lyle (Sugar) (1Kg),Condiments,S012,6500,P0268,14,25-06-26,False,SL0268,https://example.com/product_tate_and_lyle_(sugar)_(1kg).png
Saltco (Salt) (500G),Condiments,S012,1500,P0269,77,09-05-26,False,SL0269,https://example.com/product_saltco_(salt)_(500g).png
Cerebos (Salt) (500G),Condiments,S012,1800,P0270,55,20-07-25,False,SL0270,https://example.com/product_cerebos_(salt)_(500g).png
Geisha (Canned Mackerel/Sardines) (Mackerel 155G),Canned Goods,S013,5000,P0271,42,18-06-26,False,SL0271,https://example.com/product_geisha_(canned_mackerel/sardines)_(mackerel_155g).png
Lucky Star (Canned Pilchards/Sardines) (Pilchards 400G),Canned Goods,S013,6000,P0272,121,13-02-26,False,SL0272,https://example.com/product_lucky_star_(canned_pilchards/sardines)_(pilchards_400g).png
Tuna King (Canned Tuna) (Tuna In Oil 170G),Canned Goods,S013,7000,P0273,86,26-01-26,False,SL0273,https://example.com/product_tuna_king_(canned_tuna)_(tuna_in_oil_170g).png
Gold Kili (Canned Drinks/Desserts) (Grass Jelly Can),Canned Goods,S013,3000,P0274,175,17-11-25,False,SL0274,https://example.com/product_gold_kili_(canned_drinks/desserts)_(grass_jelly_can).png
Heinz (Canned Beans/Soups) (Baked Beans 415G),Canned Goods,S013,7000,P0275,186,19-12-25,True,SL0275,https://example.com/product_heinz_(canned_beans/soups)_(baked_beans_415g).png
Heinz (Canned Beans/Soups) (Cream Of Mushroom Soup 400G),Canned Goods,S013,6000,P0276,39,02-08-25,True,SL0276,https://example.com/product_heinz_(canned_beans/soups)_(cream_of_mushroom_soup_400g).png
Koo (Canned Fruits/Vegetables) (Peaches In Syrup 410G),Canned Goods,S013,7000,P0277,80,04-01-26,False,SL0277,https://example.com/product_koo_(canned_fruits/vegetables)_(peaches_in_syrup_410g).png
Koo (Canned Fruits/Vegetables) (Baked Beans 410G),Canned Goods,S013,6500,P0278,119,03-02-26,True,SL0278,https://example.com/product_koo_(canned_fruits/vegetables)_(baked_beans_410g).png
Rhodes (Canned Fruits/Vegetables) (Peaches Halves 410G),Canned Goods,S013,6800,P0279,86,01-10-25,False,SL0279,https://example.com/product_rhodes_(canned_fruits/vegetables)_(peaches_halves_410g).png
Rhodes (Canned Fruits/Vegetables) (Mixed Veg 410G),Canned Goods,S013,6000,P0280,63,02-01-26,False,SL0280,https://example.com/product_rhodes_(canned_fruits/vegetables)_(mixed_veg_410g).png
Peck's (Fish Paste) (125G),Canned Goods,S013,5000,P0281,32,10-12-25,False,SL0281,https://example.com/product_peck's_(fish_paste)_(125g).png
Exeter (Corned Beef) (300G),Canned Goods,S013,15000,P0282,81,21-12-25,True,SL0282,https://example.com/product_exeter_(corned_beef)_(300g).png
Ox & Palm (Corned Beef) (340G),Canned Goods,S013,16000,P0283,90,23-02-26,False,SL0283,https://example.com/product_ox_and_palm_(corned_beef)_(340g).png
Mama Africa (Canned Beans 400G),Canned Goods,S013,5500,P0284,36,22-04-26,False,SL0284,https://example.com/product_mama_africa_(canned_beans_400g).png
Pampers (Diapers) (Midi Pack 30),Baby Products,S014,35000,P0285,114,02-07-26,True,SL0285,https://example.com/product_pampers_(diapers)_(midi_pack_30).png
Pampers (Diapers) (Newborn Pack 20),Baby Products,S014,25000,P0286,115,14-03-26,False,SL0286,https://example.com/product_pampers_(diapers)_(newborn_pack_20).png
Huggies (Diapers) (Midi Pack 30),Baby Products,S014,34000,P0287,129,14-10-25,False,SL0287,https://example.com/product_huggies_(diapers)_(midi_pack_30).png
Huggies (Diapers) (Newborn Pack 20),Baby Products,S014,24000,P0288,35,13-08-25,False,SL0288,https://example.com/product_huggies_(diapers)_(newborn_pack_20).png
Molfix (Diapers) (Midi Pack 30),Baby Products,S014,30000,P0289,176,20-05-26,True,SL0289,https://example.com/product_molfix_(diapers)_(midi_pack_30).png
Johnson's Baby (Lotion/Oil/Powder) (Lotion 200Ml),Baby Products,S014,10000,P0290,33,20-01-26,True,SL0290,https://example.com/product_johnson's_baby_(lotion/oil/powder)_(lotion_200ml).png
Johnson's Baby (Lotion/Oil/Powder) (Oil 200Ml),Baby Products,S014,9000,P0291,106,29-09-25,False,SL0291,https://example.com/product_johnson's_baby_(lotion/oil/powder)_(oil_200ml).png
Johnson's Baby (Lotion/Oil/Powder) (Powder 100G),Baby Products,S014,6000,P0292,13,17-11-25,True,SL0292,https://example.com/product_johnson's_baby_(lotion/oil/powder)_(powder_100g).png
Nestlé Cerelac (Baby Cereal) (Wheat 400G),Baby Products,S014,18000,P0293,191,14-01-26,True,SL0293,https://example.com/product_nestlé_cerelac_(baby_cereal)_(wheat_400g).png
SMA (Baby Formula) (S 26 Gold 900G),Baby Products,S014,80000,P0294,194,24-01-26,False,SL0294,https://example.com/product_sma_(baby_formula)_(s_26_gold_900g).png
Lactogen (Baby Formula) (1 900G),Baby Products,S014,75000,P0295,30,29-10-25,True,SL0295,https://example.com/product_lactogen_(baby_formula)_(1_900g).png
Novalac (Baby Formula) (Standard 800G),Baby Products,S014,90000,P0296,81,14-04-26,True,SL0296,https://example.com/product_novalac_(baby_formula)_(standard_800g).png
Good Start (Baby Formula) (900G),Baby Products,S014,78000,P0297,20,02-07-26,True,SL0297,https://example.com/product_good_start_(baby_formula)_(900g).png
Cuddlers (Diapers) (Midi Pack 30),Baby Products,S014,28000,P0298,154,05-11-25,False,SL0298,https://example.com/product_cuddlers_(diapers)_(midi_pack_30).png
Purina (Pet Food) (Dog Chow 3Kg),Pet Supplies,S015,45000,P0299,195,01-09-25,True,SL0299,https://example.com/product_purina_(pet_food)_(dog_chow_3kg).png
Pedigree (Dog Food) (Dry Food 2Kg),Pet Supplies,S015,35000,P0300,155,02-05-26,True,SL0300,https://example.com/product_pedigree_(dog_food)_(dry_food_2kg).png
Whiskas (Cat Food) (Dry Food 1Kg),Pet Supplies,S015,20000,P0301,94,12-10-25,False,SL0301,https://example.com/product_whiskas_(cat_food)_(dry_food_1kg).png
Top Score (Pet Food) (Dog Food 5Kg),Pet Supplies,S015,30000,P0302,137,16-01-26,False,SL0302,https://example.com/product_top_score_(pet_food)_(dog_food_5kg).png
Montego (Pet Food) (Classic Dog Food 2Kg),Pet Supplies,S015,38000,P0303,60,20-10-25,False,SL0303,https://example.com/product_montego_(pet_food)_(classic_dog_food_2kg).png
Bobtail (Dog Food) (Dry Food 2Kg),Pet Supplies,S015,33000,P0304,23,22-10-25,False,SL0304,https://example.com/product_bobtail_(dog_food)_(dry_food_2kg).png
"Samsung (Phones, TVs, Appliances) (Galaxy A15)",Electronics,S016,700000,P0305,79,16-12-25,False,SL0305,"https://example.com/product_samsung_(phones,_tvs,_appliances)_(galaxy_a15).png"
"Samsung (Phones, TVs, Appliances) (32 Inch Smart Tv)",Electronics,S016,800000,P0306,107,28-01-26,True,SL0306,"https://example.com/product_samsung_(phones,_tvs,_appliances)_(32_inch_smart_tv).png"
"Samsung (Phones, TVs, Appliances) (Fridge 200L)",Electronics,S016,1500000,P0307,161,27-06-26,True,SL0307,"https://example.com/product_samsung_(phones,_tvs,_appliances)_(fridge_200l).png"
"LG (Phones, TVs, Appliances) (55 Inch Smart Tv)",Electronics,S016,2000000,P0308,41,28-08-25,True,SL0308,"https://example.com/product_lg_(phones,_tvs,_appliances)_(55_inch_smart_tv).png"
"LG (Phones, TVs, Appliances) (Washing Machine 7Kg)",Electronics,S016,1200000,P0309,135,12-11-25,True,SL0309,"https://example.com/product_lg_(phones,_tvs,_appliances)_(washing_machine_7kg).png"
"Hisense (TVs, Appliances) (43 Inch Smart Tv)",Electronics,S016,1000000,P0310,68,05-01-26,True,SL0310,"https://example.com/product_hisense_(tvs,_appliances)_(43_inch_smart_tv).png"
"Hisense (TVs, Appliances) (Fridge 150L)",Electronics,S016,1000000,P0311,129,10-06-26,True,SL0311,"https://example.com/product_hisense_(tvs,_appliances)_(fridge_150l).png"
Tecno (Phones) (Spark 20),Electronics,S016,450000,P0312,56,10-09-25,True,SL0312,https://example.com/product_tecno_(phones)_(spark_20).png
Tecno (Phones) (Camon 30),Electronics,S016,750000,P0313,142,26-11-25,False,SL0313,https://example.com/product_tecno_(phones)_(camon_30).png
Infinix (Phones) (Hot 40I),Electronics,S016,400000,P0314,121,05-08-25,False,SL0314,https://example.com/product_infinix_(phones)_(hot_40i).png
Infinix (Phones) (Note 40 Pro),Electronics,S016,800000,P0315,105,18-06-26,False,SL0315,https://example.com/product_infinix_(phones)_(note_40_pro).png
Itel (Phones) (A70),Electronics,S016,300000,P0316,91,07-09-25,False,SL0316,https://example.com/product_itel_(phones)_(a70).png
"Philips (Appliances, Lighting) (Blender)",Electronics,S016,150000,P0317,43,26-08-25,True,SL0317,"https://example.com/product_philips_(appliances,_lighting)_(blender).png"
"Philips (Appliances, Lighting) (Iron Box)",Electronics,S016,70000,P0318,156,02-05-26,False,SL0318,"https://example.com/product_philips_(appliances,_lighting)_(iron_box).png"
"Philips (Appliances, Lighting) (Led Bulb)",Electronics,S016,8000,P0319,103,01-04-26,True,SL0319,"https://example.com/product_philips_(appliances,_lighting)_(led_bulb).png"
Binatone (Appliances) (Fan),Electronics,S016,120000,P0320,143,07-09-25,True,SL0320,https://example.com/product_binatone_(appliances)_(fan).png
Binatone (Appliances) (Blender),Electronics,S016,100000,P0321,54,11-06-26,True,SL0321,https://example.com/product_binatone_(appliances)_(blender).png
"Sony (TVs, Audio) (Headphones Wireless)",Electronics,S016,250000,P0322,28,20-03-26,False,SL0322,"https://example.com/product_sony_(tvs,_audio)_(headphones_wireless).png"
Canon (Cameras) (Eos Rebel T7 Kit),Electronics,S016,2500000,P0323,29,08-07-26,False,SL0323,https://example.com/product_canon_(cameras)_(eos_rebel_t7_kit).png
HP (Laptops/Printers) (Laptop Pavilion),Electronics,S016,2000000,P0324,100,01-10-25,True,SL0324,https://example.com/product_hp_(laptops/printers)_(laptop_pavilion).png
HP (Laptops/Printers) (Deskjet Printer),Electronics,S016,400000,P0325,78,24-05-26,True,SL0325,https://example.com/product_hp_(laptops/printers)_(deskjet_printer).png
Defy (Appliances) (Cooker),Electronics,S016,1800000,P0326,137,17-04-26,True,SL0326,https://example.com/product_defy_(appliances)_(cooker).png
Bosch (Appliances) (Hand Mixer),Electronics,S016,200000,P0327,117,25-04-26,False,SL0327,https://example.com/product_bosch_(appliances)_(hand_mixer).png
Bic (Pens) (Ballpoint Pen Per Pack 5),Stationery,S017,3000,P0328,134,04-09-25,True,SL0328,https://example.com/product_bic_(pens)_(ballpoint_pen_per_pack_5).png
Bic (Pens) (Biro Per Piece),Stationery,S017,500,P0329,189,10-12-25,True,SL0329,https://example.com/product_bic_(pens)_(biro_per_piece).png
Pilot (Pens) (Gel Pen Per Piece),Stationery,S017,2000,P0330,54,28-08-25,True,SL0330,https://example.com/product_pilot_(pens)_(gel_pen_per_piece).png
Stabilo (Markers) (Highlighter Per Piece),Stationery,S017,3000,P0331,148,16-04-26,True,SL0331,https://example.com/product_stabilo_(markers)_(highlighter_per_piece).png
